PRODUCTION_BATCH_ID,KMAT_ID,PRODUCTION_DATE,PLANT_ID,PRODUCTION_LINE_ID,ENGINE,CAB,WHEEL,COLOR,BATCH_QUANTITY,COMPONENT_COUNT,ROUTING_OPERATION_COUNT,CRITICAL_COMPONENT_COUNT,BULK_MATERIAL_PCT,AVG_TEMPERATURE_C,AVG_HUMIDITY_PCT,AUTOMATION_LEVEL_PCT,SUPPLIER_QUALITY_SCORE,CHANGEOVER_COUNT,OPERATOR_EXPERIENCE_YEARS,LINE_UTILIZATION_PCT,RECENT_LINE_DOWNTIME_MIN,MACHINE_HEALTH_SCORE,PRIOR_LINE_SCRAP_RATE_PCT,PRIOR_CONFIG_SCRAP_RATE_PCT,CONFIG_NOVELTY_SCORE,PRIOR_7D_REWORK_RATE_PCT,SUPPLIER_30D_DEFECT_RATE_PCT,ACTUAL_SCRAP_RATE_PCT,HIGH_SCRAP_FLAG
BATCHV2_007116,KMAT_TRUCK_01,2023-07-27,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,RED,44,40,15,6,0.1317,25.452,50.332,67.213,89.447,6,7.845,87.144,35.963,71.236,2.6692,2.2669,7.765,2.0575,3.4744,0.4802,0
BATCHV2_007117,KMAT_TRUCK_01,2023-07-28,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,RED,41,40,15,6,0.1303,24.967,36.848,57.598,91.976,5,8.455,94.569,5.127,69.143,1.5298,1.9029,16.559,1.4462,2.735,2.1248,0
BATCHV2_007118,KMAT_TRUCK_01,2023-07-28,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,BLUE,17,44,18,9,0.1279,29.121,45.543,66.459,95.066,2,6.036,81.312,2.447,92.441,2.6012,2.2344,43.231,1.9956,2.3125,0.6563,0
BATCHV2_007119,KMAT_TRUCK_01,2023-07-28,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,84,41,16,4,0.113,23.811,52.609,66.486,97.298,5,6.587,81.705,10.576,86.255,1.0461,1.5546,48.14,0.9344,1.2752,1.3939,0
BATCHV2_007120,KMAT_TRUCK_01,2023-07-28,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,RED,54,37,16,4,0.1698,22.905,56.58,70.234,95.813,5,3.602,84.531,21.576,72.194,2.4135,1.7859,35.911,2.7054,0.8424,2.2629,0
BATCHV2_007121,KMAT_TRUCK_01,2023-07-28,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,10,38,16,6,0.1191,22.737,45.727,72.241,92.607,1,7.501,74.821,21.872,84.542,1.5531,1.5976,52.068,1.1194,2.2671,1.091,0
BATCHV2_007122,KMAT_TRUCK_01,2023-07-28,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,OFFROAD,BLUE,37,52,18,11,0.1425,25.22,47.704,76.82,87.873,4,6.359,87.809,17.009,90.612,1.2289,2.5059,44.672,0.7828,4.6178,4.9302,1
BATCHV2_007123,KMAT_TRUCK_01,2023-07-28,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,OFFROAD,BLUE,37,44,16,9,0.097,24.191,42.141,78.862,93.504,0,3.111,82.272,24.377,86.855,1.1348,3.1586,20.797,1.0499,1.759,0.6763,0
BATCHV2_007124,KMAT_TRUCK_01,2023-07-28,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,STANDARD,RED,11,54,19,11,0.1364,25.173,56.118,61.201,90.471,3,4.926,91.415,24.561,80.981,3.1748,3.6428,20.213,2.5216,2.8236,5.4274,1
BATCHV2_007125,KMAT_TRUCK_01,2023-07-28,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,OFFROAD,BLUE,35,50,19,12,0.0886,25.924,44.226,57.533,90.716,6,4.154,94.714,14.134,82.498,1.609,3.0597,20.55,1.6997,3.5972,6.2827,1
BATCHV2_007126,KMAT_TRUCK_01,2023-07-28,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,STANDARD,BLUE,21,51,19,9,0.1573,24.838,48.737,55.0,95.686,5,6.737,94.783,4.186,84.915,2.1796,3.3287,53.758,2.5902,1.5168,1.9319,0
BATCHV2_007127,KMAT_TRUCK_01,2023-07-29,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,OFFROAD,RED,36,50,18,10,0.1292,29.574,46.377,58.551,96.385,0,7.89,78.891,33.604,79.187,2.6324,3.9048,20.83,2.7946,1.7051,5.7257,1
BATCHV2_007128,KMAT_TRUCK_01,2023-07-29,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,OFFROAD,RED,66,46,16,7,0.1055,23.029,40.367,62.018,92.205,2,6.625,72.751,23.111,74.606,2.1952,2.378,4.584,1.8402,2.3653,1.6922,0
BATCHV2_007129,KMAT_TRUCK_01,2023-07-29,PLANT_IN_01,TRUCK_LINE_05,V8,PREMIUM,STANDARD,RED,8,52,18,11,0.1509,25.739,52.854,69.299,97.07,2,6.591,85.804,7.925,75.337,1.6661,3.7369,13.671,1.0922,1.5303,1.6193,0
BATCHV2_007130,KMAT_TRUCK_01,2023-07-29,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,BLUE,42,38,14,6,0.1074,28.248,62.817,58.33,90.41,3,11.478,83.947,32.203,77.446,2.0761,1.5538,17.695,1.5933,3.2966,1.1179,0
BATCHV2_007131,KMAT_TRUCK_01,2023-07-29,PLANT_IN_01,TRUCK_LINE_04,V8,PREMIUM,STANDARD,RED,71,50,20,11,0.1558,22.162,47.047,69.124,86.094,1,8.069,89.257,39.985,75.952,2.1391,3.2937,15.456,2.169,5.2459,1.1494,0
BATCHV2_007132,KMAT_TRUCK_01,2023-07-29,PLANT_IN_01,TRUCK_LINE_04,V8,PREMIUM,STANDARD,BLUE,21,53,19,10,0.1235,22.154,64.347,56.074,90.574,1,5.673,80.342,21.841,65.602,2.8474,3.1674,76.313,1.6212,3.3681,5.7039,1
BATCHV2_007133,KMAT_TRUCK_01,2023-07-29,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,OFFROAD,RED,22,58,22,14,0.1324,23.738,54.521,65.152,89.859,3,10.022,75.465,29.941,73.723,1.6893,3.032,30.23,1.9869,3.7687,6.5868,1
BATCHV2_007134,KMAT_TRUCK_01,2023-07-29,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,RED,58,45,17,7,0.168,25.924,47.734,79.055,88.191,0,5.748,89.615,21.161,94.334,1.3458,2.2841,36.354,1.1032,3.8758,2.3675,0
BATCHV2_007135,KMAT_TRUCK_01,2023-07-29,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,BLUE,14,45,17,6,0.1909,24.378,36.998,84.6,89.362,5,6.8,86.356,4.202,98.991,2.1238,2.3547,22.18,1.3312,2.765,1.4249,0
BATCHV2_007136,KMAT_TRUCK_01,2023-07-29,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,59,37,15,4,0.12,22.04,51.287,68.3,88.934,2,4.742,76.74,46.753,86.122,2.6061,2.7382,29.17,1.7281,3.8145,1.4427,0
BATCHV2_007137,KMAT_TRUCK_01,2023-07-29,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,STANDARD,BLUE,37,45,16,8,0.1867,26.046,46.95,63.442,88.043,1,3.422,70.956,11.976,79.199,2.1027,1.9481,10.824,2.2202,4.7058,1.1409,0
BATCHV2_007138,KMAT_TRUCK_01,2023-07-29,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,OFFROAD,BLUE,57,52,20,9,0.1386,23.691,51.862,72.128,93.996,0,6.45,74.148,9.434,86.042,1.4477,3.3866,59.818,0.831,1.3513,2.1649,0
BATCHV2_007139,KMAT_TRUCK_01,2023-07-29,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,OFFROAD,RED,46,44,17,7,0.1191,24.262,47.089,59.302,90.45,6,9.279,71.087,5.085,74.723,1.6952,2.5447,17.064,1.7888,2.921,1.4033,0
BATCHV2_007140,KMAT_TRUCK_01,2023-07-29,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,BLUE,42,48,17,7,0.1299,20.885,50.525,74.769,93.3,0,9.267,76.573,17.88,90.011,2.2957,1.7455,13.803,2.5333,2.5519,0.8885,0
BATCHV2_007141,KMAT_TRUCK_01,2023-07-29,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,RED,29,43,17,7,0.131,25.482,48.38,75.646,98.249,0,6.683,70.95,21.935,86.189,2.157,3.0537,3.726,1.6279,1.2894,1.9419,0
BATCHV2_007142,KMAT_TRUCK_01,2023-07-30,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,STANDARD,RED,52,45,17,8,0.1641,27.265,52.285,69.734,87.349,5,7.446,90.515,18.835,90.397,1.1947,3.2233,56.388,0.6495,4.7751,6.1469,1
BATCHV2_007143,KMAT_TRUCK_01,2023-07-30,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,RED,84,46,16,8,0.1109,27.077,64.297,71.224,89.849,1,5.309,79.578,4.916,87.264,0.984,2.7198,22.488,1.0677,4.3894,1.1867,0
BATCHV2_007144,KMAT_TRUCK_01,2023-07-30,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,RED,25,45,16,7,0.1386,25.285,43.051,66.321,88.815,4,8.061,75.557,25.889,66.221,2.2496,2.1026,28.286,2.3594,4.4114,1.5173,0
BATCHV2_007145,KMAT_TRUCK_01,2023-07-30,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,BLUE,54,38,16,4,0.1223,20.205,42.337,77.079,93.545,2,3.461,73.519,2.421,95.2,1.5736,1.5152,21.237,1.2261,2.2504,1.2463,0
BATCHV2_007146,KMAT_TRUCK_01,2023-07-30,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,BLUE,80,47,17,7,0.1172,24.577,51.83,61.605,85.456,0,5.146,77.396,13.574,75.336,1.8042,2.2066,19.117,1.8866,4.8704,2.3144,0
BATCHV2_007147,KMAT_TRUCK_01,2023-07-30,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,STANDARD,BLUE,67,50,18,11,0.1479,21.899,49.592,72.497,90.308,3,2.991,87.059,18.814,89.508,2.1179,2.8513,8.241,1.7282,3.5238,1.1964,0
BATCHV2_007148,KMAT_TRUCK_01,2023-07-30,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,OFFROAD,RED,53,44,18,7,0.1363,23.988,55.055,55.752,90.672,4,6.935,80.596,20.681,78.866,1.7629,2.3931,10.067,1.6451,3.0673,1.462,0
BATCHV2_007149,KMAT_TRUCK_01,2023-07-30,PLANT_US_01,TRUCK_LINE_01,V8,PREMIUM,STANDARD,BLUE,82,54,18,9,0.1014,20.63,51.227,74.358,95.353,5,6.814,74.607,7.276,93.76,2.2785,3.2714,16.598,2.3671,1.9188,1.0837,0
BATCHV2_007150,KMAT_TRUCK_01,2023-07-30,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,OFFROAD,BLUE,44,50,20,12,0.1302,25.41,41.747,63.095,98.5,1,6.71,89.629,31.253,71.13,2.4175,2.364,27.812,1.4929,0.6416,2.0162,0
BATCHV2_007151,KMAT_TRUCK_01,2023-07-30,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,OFFROAD,BLUE,70,48,18,11,0.1245,24.627,63.756,64.777,96.858,0,7.66,77.598,11.002,93.927,1.0541,3.2218,30.729,0.6572,1.2408,1.2305,0
BATCHV2_007152,KMAT_TRUCK_01,2023-07-30,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,RED,55,43,17,8,0.0908,22.74,39.394,75.292,92.08,5,9.637,78.938,3.877,86.081,1.2631,2.039,18.824,1.187,3.3106,1.5003,0
BATCHV2_007153,KMAT_TRUCK_01,2023-07-30,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,BLUE,62,39,15,5,0.1229,24.189,53.44,55.0,90.15,6,8.66,96.315,40.597,66.837,2.0134,2.4156,17.156,2.0734,3.5522,2.0256,0
BATCHV2_007154,KMAT_TRUCK_01,2023-07-30,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,RED,13,46,18,7,0.151,23.48,40.761,68.384,87.496,5,3.021,77.456,9.012,82.963,1.8728,2.838,35.313,2.1299,4.0555,1.4176,0
BATCHV2_007155,KMAT_TRUCK_01,2023-07-30,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,42,38,16,5,0.1291,22.066,57.256,78.413,89.032,0,6.523,76.558,22.984,87.759,2.2565,3.0242,10.041,2.0326,3.0352,1.9423,0
BATCHV2_007156,KMAT_TRUCK_01,2023-07-30,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,OFFROAD,RED,22,49,20,12,0.1043,27.096,63.061,63.276,92.604,0,8.577,63.846,22.041,84.156,1.8377,4.1929,24.79,1.5108,2.3754,0.8716,0
BATCHV2_007157,KMAT_TRUCK_01,2023-07-31,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,OFFROAD,RED,66,48,19,11,0.1181,23.769,57.456,62.075,93.307,5,9.522,96.296,43.133,63.852,2.6068,2.9422,75.282,2.2269,2.6744,6.9495,1
BATCHV2_007158,KMAT_TRUCK_01,2023-07-31,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,81,37,16,5,0.1063,23.312,52.419,76.201,90.872,6,6.437,71.979,37.778,85.866,1.7959,1.9538,19.326,1.848,2.5855,1.6877,0
BATCHV2_007159,KMAT_TRUCK_01,2023-07-31,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,BLUE,15,43,18,8,0.1132,22.339,43.596,75.056,95.247,6,7.819,73.897,18.598,88.15,1.9634,2.6058,2.932,1.7078,1.4752,2.2893,0
BATCHV2_007160,KMAT_TRUCK_01,2023-07-31,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,RED,24,46,17,9,0.0965,27.549,45.053,67.042,94.554,4,10.141,74.885,4.727,97.544,1.6566,3.0287,6.784,1.8215,1.6425,0.9276,0
BATCHV2_007161,KMAT_TRUCK_01,2023-07-31,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,OFFROAD,BLUE,45,42,17,9,0.1357,24.804,53.595,64.838,93.146,5,4.388,76.9,12.713,89.632,2.6489,2.5834,6.599,1.9629,2.3821,1.025,0
BATCHV2_007162,KMAT_TRUCK_01,2023-07-31,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,OFFROAD,BLUE,80,52,19,11,0.1063,22.333,48.493,66.971,91.281,5,9.474,66.353,14.028,75.642,1.9192,3.7649,16.649,1.8233,3.2073,2.0627,0
BATCHV2_007163,KMAT_TRUCK_01,2023-07-31,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,OFFROAD,RED,26,52,18,11,0.1339,24.37,53.22,74.327,95.254,5,5.312,90.862,2.481,78.214,1.0335,3.5944,45.818,1.0732,1.3635,5.4348,1
BATCHV2_007164,KMAT_TRUCK_01,2023-07-31,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,OFFROAD,RED,68,53,18,11,0.1389,20.461,60.911,77.184,91.468,0,11.858,70.815,19.52,92.543,1.9419,2.7803,24.303,1.024,2.5463,1.5501,0
BATCHV2_007165,KMAT_TRUCK_01,2023-07-31,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,BLUE,14,43,17,7,0.0896,24.113,46.506,66.69,91.511,5,4.073,79.454,50.27,82.162,1.774,3.3825,21.615,1.7686,3.736,1.2601,0
BATCHV2_007166,KMAT_TRUCK_01,2023-07-31,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,BLUE,10,45,16,8,0.1287,28.086,42.462,77.159,90.144,2,5.992,75.398,20.309,86.762,1.4824,3.1245,43.908,0.8752,3.8337,1.7194,0
BATCHV2_007167,KMAT_TRUCK_01,2023-07-31,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,OFFROAD,BLUE,21,50,18,12,0.0954,23.315,45.37,64.895,98.724,2,6.716,85.673,9.789,69.594,1.193,4.5899,28.47,1.4164,0.278,0.5274,0
BATCHV2_007168,KMAT_TRUCK_01,2023-08-01,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,BLUE,79,47,16,8,0.128,26.863,54.296,56.731,94.4,6,8.169,76.875,44.723,75.089,3.0961,3.3801,36.77,2.0333,2.2177,1.639,0
BATCHV2_007169,KMAT_TRUCK_01,2023-08-01,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,77,39,14,4,0.1259,25.224,40.213,68.25,89.961,6,9.248,95.209,26.694,68.993,2.3595,2.319,3.278,1.7656,3.5217,1.7391,0
BATCHV2_007170,KMAT_TRUCK_01,2023-08-01,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,RED,71,37,16,6,0.0956,29.023,50.692,57.157,84.784,3,6.76,77.563,30.813,68.182,3.394,2.1456,25.91,3.6251,5.2134,1.4466,0
BATCHV2_007171,KMAT_TRUCK_01,2023-08-01,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,18,41,14,5,0.1105,21.85,40.545,69.429,89.532,1,5.246,67.326,9.21,83.377,1.6545,1.4439,7.622,0.8995,3.5158,0.3686,0
BATCHV2_007172,KMAT_TRUCK_01,2023-08-01,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,BLUE,29,37,16,6,0.1459,25.236,47.087,80.892,92.766,1,5.468,65.212,8.681,91.19,1.72,1.3976,34.016,1.8659,2.9123,1.5203,0
BATCHV2_007173,KMAT_TRUCK_01,2023-08-01,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,STANDARD,BLUE,10,50,19,11,0.1893,22.301,53.876,64.159,92.375,4,6.879,78.081,19.793,85.786,2.6087,3.5332,24.866,1.9626,1.9942,4.6211,1
BATCHV2_007174,KMAT_TRUCK_01,2023-08-01,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,OFFROAD,RED,81,44,18,9,0.0991,19.432,50.558,74.606,97.154,6,7.77,75.645,33.537,92.779,1.601,1.9548,17.63,0.83,0.2926,0.8526,0
BATCHV2_007175,KMAT_TRUCK_01,2023-08-01,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,BLUE,18,41,14,5,0.1254,25.744,52.314,79.137,85.376,6,5.821,91.875,4.927,89.287,0.9454,1.3903,39.283,0.5566,4.7967,0.7279,0
BATCHV2_007176,KMAT_TRUCK_01,2023-08-01,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,STANDARD,BLUE,28,40,15,6,0.1342,25.36,57.116,71.75,90.434,2,8.826,90.461,12.969,83.141,1.0347,1.7737,26.843,0.9181,3.3771,1.0739,0
BATCHV2_007177,KMAT_TRUCK_01,2023-08-01,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,OFFROAD,BLUE,53,46,17,8,0.1578,27.69,51.177,71.477,90.635,5,6.366,73.606,36.555,78.703,2.6428,2.9121,48.985,1.9303,3.3757,1.3345,0
BATCHV2_007178,KMAT_TRUCK_01,2023-08-01,PLANT_IN_01,TRUCK_LINE_05,V8,PREMIUM,OFFROAD,RED,83,56,20,14,0.1342,29.577,56.748,72.531,96.448,4,3.374,70.468,10.393,84.343,2.1626,4.8515,40.192,1.8392,1.1996,1.9968,0
BATCHV2_007179,KMAT_TRUCK_01,2023-08-02,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,STANDARD,RED,75,46,18,9,0.0943,22.293,49.365,71.14,93.258,5,4.357,70.444,47.711,85.212,1.0713,1.534,50.211,1.2096,2.1957,1.1754,0
BATCHV2_007180,KMAT_TRUCK_01,2023-08-02,PLANT_DE_01,TRUCK_LINE_03,V6,STANDARD,STANDARD,RED,16,41,14,4,0.141,23.743,49.358,69.121,92.282,5,4.881,95.501,6.325,93.125,1.5252,2.0215,31.187,1.4531,2.3322,1.11,0
BATCHV2_007181,KMAT_TRUCK_01,2023-08-02,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,STANDARD,RED,31,44,17,9,0.1181,25.431,56.113,62.881,86.037,3,7.526,86.867,19.49,78.198,1.6913,3.2643,26.08,1.8485,4.832,2.2938,0
BATCHV2_007182,KMAT_TRUCK_01,2023-08-02,PLANT_IN_01,TRUCK_LINE_05,V8,PREMIUM,OFFROAD,RED,70,58,21,14,0.1658,23.719,46.23,70.115,92.913,3,6.819,90.26,27.079,78.605,1.5106,4.41,54.291,1.6701,2.853,1.7009,0
BATCHV2_007183,KMAT_TRUCK_01,2023-08-02,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,BLUE,40,41,14,6,0.1263,25.529,47.913,59.174,90.427,0,6.962,86.657,22.544,65.061,3.6451,1.2866,38.16,2.7344,3.5187,1.5077,0
BATCHV2_007184,KMAT_TRUCK_01,2023-08-02,PLANT_US_01,TRUCK_LINE_01,V6,PREMIUM,STANDARD,RED,84,45,18,8,0.1219,23.392,56.05,74.81,90.642,6,6.768,75.087,6.693,85.614,2.2884,2.4457,37.756,2.1972,3.0184,0.7586,0
BATCHV2_007185,KMAT_TRUCK_01,2023-08-02,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,OFFROAD,BLUE,8,51,20,10,0.0737,28.435,54.759,56.405,93.537,0,4.843,86.714,35.927,68.2,2.9846,3.9866,62.088,2.7559,2.4851,6.3629,1
BATCHV2_007186,KMAT_TRUCK_01,2023-08-02,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,STANDARD,BLUE,34,38,16,5,0.1424,28.28,58.417,66.349,91.149,3,5.001,77.432,10.147,75.867,2.0357,1.5133,42.824,1.1781,3.9234,0.6305,0
BATCHV2_007187,KMAT_TRUCK_01,2023-08-02,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,73,38,14,5,0.1087,23.656,42.462,55.0,89.76,0,9.777,89.944,22.466,79.039,2.3564,2.0929,7.961,1.7224,3.31,4.8042,1
BATCHV2_007188,KMAT_TRUCK_01,2023-08-03,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,STANDARD,BLUE,62,40,16,5,0.0942,20.031,54.983,76.043,84.797,1,4.752,66.142,14.567,89.689,1.743,2.1122,27.039,1.9993,4.7913,0.2,0
BATCHV2_007189,KMAT_TRUCK_01,2023-08-03,PLANT_IN_01,TRUCK_LINE_04,V8,STANDARD,STANDARD,RED,78,46,16,8,0.1097,26.503,57.152,55.0,91.0,0,5.962,58.95,31.875,68.707,2.4403,2.937,31.281,2.2358,3.0695,5.4547,1
BATCHV2_007190,KMAT_TRUCK_01,2023-08-03,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,OFFROAD,BLUE,78,42,18,8,0.127,26.327,49.222,61.297,89.62,6,4.96,93.6,45.733,69.76,2.6183,2.4632,40.968,1.6806,4.5059,1.9937,0
BATCHV2_007191,KMAT_TRUCK_01,2023-08-03,PLANT_DE_01,TRUCK_LINE_03,V8,STANDARD,OFFROAD,BLUE,66,50,19,11,0.1267,26.962,51.624,64.672,93.104,2,10.354,70.786,8.155,90.749,0.8537,4.1322,65.224,0.5358,2.3002,1.5713,0
BATCHV2_007192,KMAT_TRUCK_01,2023-08-03,PLANT_IN_01,TRUCK_LINE_04,V6,STANDARD,STANDARD,RED,74,39,15,6,0.1448,29.322,51.802,55.0,92.74,2,5.718,89.12,41.638,75.152,2.5809,2.3057,11.096,2.8219,2.7622,0.5961,0
BATCHV2_007193,KMAT_TRUCK_01,2023-08-03,PLANT_IN_01,TRUCK_LINE_05,V8,STANDARD,STANDARD,RED,84,46,17,7,0.1056,26.021,42.061,65.811,95.146,4,6.309,75.549,12.216,77.946,2.1702,1.6146,57.186,1.5917,1.3234,1.1327,0
BATCHV2_007194,KMAT_TRUCK_01,2023-08-03,PLANT_US_01,TRUCK_LINE_02,V8,PREMIUM,STANDARD,BLUE,44,51,19,10,0.1346,24.697,34.725,56.721,90.395,6,2.944,78.82,9.686,78.728,1.8851,3.8127,13.682,2.2506,4.0102,0.8299,0
BATCHV2_007195,KMAT_TRUCK_01,2023-08-03,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,OFFROAD,BLUE,70,43,17,7,0.105,25.987,50.44,62.646,90.242,2,6.614,99.0,11.893,84.291,2.6253,2.4788,41.357,2.2195,2.8108,0.8482,0
BATCHV2_007196,KMAT_TRUCK_01,2023-08-03,PLANT_US_01,TRUCK_LINE_02,V8,STANDARD,OFFROAD,RED,67,48,20,11,0.1216,23.742,46.605,69.586,88.506,4,6.044,71.556,4.089,74.911,2.2829,2.7522,60.453,1.7423,3.7738,1.9477,0
BATCHV2_007197,KMAT_TRUCK_01,2023-08-03,PLANT_US_01,TRUCK_LINE_02,V6,PREMIUM,STANDARD,BLUE,60,47,18,7,0.1252,24.164,42.167,63.72,95.43,1,7.885,97.71,22.424,81.745,2.3111,1.835,25.635,2.0553,1.9293,1.08,0
BATCHV2_007198,KMAT_TRUCK_01,2023-08-03,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,OFFROAD,BLUE,67,53,18,9,0.1687,22.525,39.192,72.392,89.855,4,5.637,76.46,18.626,88.206,1.6298,3.2129,32.765,1.0512,4.7296,1.1586,0
BATCHV2_007199,KMAT_TRUCK_01,2023-08-03,PLANT_US_01,TRUCK_LINE_01,V8,STANDARD,STANDARD,RED,16,45,18,8,0.1248,20.399,48.842,76.734,90.021,6,7.268,68.994,16.692,87.675,0.6748,2.4431,13.243,0.6605,2.7096,1.836,0
BATCHV2_007200,KMAT_TRUCK_01,2023-08-04,PLANT_IN_01,TRUCK_LINE_05,V6,PREMIUM,STANDARD,BLUE,35,47,16,6,0.1296,30.045,56.885,65.116,93.893,5,4.212,86.226,11.475,82.41,1.6825,2.8673,29.727,1.2433,1.8359,1.6336,0
BATCHV2_007201,KMAT_TRUCK_01,2023-08-04,PLANT_IN_01,TRUCK_LINE_05,V6,STANDARD,STANDARD,BLUE,39,37,16,4,0.1328,25.103,64.077,64.778,83.526,5,2.551,77.043,15.13,83.685,1.8916,1.48,28.916,1.9876,5.4138,4.8214,1
BATCHV2_007202,KMAT_TRUCK_01,2023-08-04,PLANT_DE_01,TRUCK_LINE_03,V8,PREMIUM,STANDARD,RED,25,51,20,9,0.1434,27.689,53.322,71.989,93.993,5,5.514,79.755,16.069,76.944,2.029,4.1014,16.303,1.166,1.9237,0.689,0
BATCHV2_007203,KMAT_TRUCK_01,2023-08-04,PLANT_US_01,TRUCK_LINE_02,V6,STANDARD,STANDARD,BLUE,54,39,16,6,0.1466,25.327,41.129,68.955,97.085,0,6.395,90.046,27.703,67.105,1.4751,1.0945,2.229,1.5875,1.2103,0.6703,0
BATCHV2_007204,KMAT_TRUCK_01,2023-08-04,PLANT_DE_01,TRUCK_LINE_03,V6,PREMIUM,STANDARD,BLUE,43,48,17,8,0.1305,22.406,36.779,69.469,89.083,3,6.266,81.212,2.611,87.937,0.9403,2.9332,39.134,0.6747,4.0924,5.6287,1
BATCHV2_007205,KMAT_TRUCK_01,2023-08-04,PLANT_US_01,TRUCK_LINE_01,V6,STANDARD,OFFROAD,RED,75,43,18,8,0.1056,22.524,28.0,70.047,92.09,4,12.451,79.751,14.078,91.633,1.0391,2.6324,44.65,0.5295,3.5042,1.0441,0
