RFQ_CONFIG_VERSION_ID,RFQ_ID,FEATURE_AS_OF_TIMESTAMP,REVIEWED_AT,SOURCE_LANGUAGE,DOCUMENT_LENGTH_CHARS,PAGE_COUNT,OCR_QUALITY_SCORE,DOCUMENT_COMPLEXITY_SCORE,AMBIGUITY_TERM_COUNT,CONFLICTING_PHRASE_COUNT,UNSUPPORTED_VALUE_COUNT,SYNONYM_MATCH_STRENGTH,TRANSLATION_USED_FLAG,TRANSLATION_QUALITY_SCORE,SOURCE_TEXT_PRESENT_FLAG,EXTRACTED_ENGINE,EXTRACTED_CAB,EXTRACTED_WHEEL,EXTRACTED_COLOR,ENGINE_EXTRACTION_CONFIDENCE,CAB_EXTRACTION_CONFIDENCE,WHEEL_EXTRACTION_CONFIDENCE,COLOR_EXTRACTION_CONFIDENCE,ENGINE_TEXT_EVIDENCE_FLAG,CAB_TEXT_EVIDENCE_FLAG,WHEEL_TEXT_EVIDENCE_FLAG,COLOR_TEXT_EVIDENCE_FLAG,VALID_EXTRACTED_VALUE_COUNT,TEXT_SUPPORTED_VALUE_COUNT,MISSING_REQUIREMENT_COUNT,EXACT_PHRASE_MATCH_COUNT,SYNONYM_MATCH_COUNT,RULE_VALIDATION_PASS_COUNT,CORTEX_EXTRACTION_STATUS,CORTEX_REASONING_AVAILABLE_FLAG,RULE_BMCS_SCORE,CORTEX_CONFIDENCE_SCORE,DEVELOPMENT_HYBRID_BMCS_SCORE,ENGINEER_FINAL_ENGINE,ENGINEER_FINAL_CAB,ENGINEER_FINAL_WHEEL,ENGINEER_FINAL_COLOR,ENGINEER_CORRECTION_COUNT,ENGINEER_ACCEPTED_WITHOUT_CHANGE_FLAG,FINAL_REVIEW_OUTCOME,REVIEWER_ROLE,CORRECT_MAPPING_FLAG
RFQCFG_BMCSV2_0020573_V1,RFQ_BMCSV2_0020573,2023-08-31 16:04:00,2023-09-14 23:04:00,EN,6375,6,0.999,45.8405,1,2,0,0.652373,0,1.0,1,V8,STANDARD,STANDARD,BLUE,0.818569,0.785783,0.818343,0.864203,0,1,1,1,4,3,0,3,0,4,COMPLETE,1,78.0,75.172461,76.868984,V6,STANDARD,STANDARD,BLUE,1,0,CORRECTED_AND_ACCEPTED,COST_ENGINEER,0
RFQCFG_BMCSV2_0003639_V1,RFQ_BMCSV2_0003639,2023-08-31 16:06:00,2023-09-13 20:06:00,EN,2212,2,0.970907,43.2167,1,0,0,0.96448,0,1.0,1,V8,STANDARD,STANDARD,BLUE,0.915342,0.863551,0.729951,0.936457,1,1,0,0,4,2,0,0,2,4,PARTIAL,1,67.75,86.132519,75.103008,V8,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0001748_V1,RFQ_BMCSV2_0001748,2023-08-31 16:41:00,2023-09-02 21:41:00,EN,2194,2,0.873699,41.1239,1,0,0,0.65654,0,1.0,1,V8,STANDARD,STANDARD,BLUE,0.906277,0.827922,0.852792,0.895565,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,88.25,87.063894,87.775558,V6,STANDARD,STANDARD,BLUE,1,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0003667_V1,RFQ_BMCSV2_0003667,2023-08-31 16:45:00,2023-09-14 17:45:00,EN,14132,8,0.966872,66.1024,0,0,0,0.661653,0,1.0,1,V8,STANDARD,STANDARD,BLUE,0.860111,0.941588,0.893815,0.916959,0,1,1,1,4,3,0,3,0,4,COMPLETE,1,85.75,90.311808,87.574723,V8,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0018308_V1,RFQ_BMCSV2_0018308,2023-08-31 17:06:00,2023-09-14 18:06:00,EN,5078,4,0.972215,57.3993,2,1,0,0.536166,0,1.0,1,V8,STANDARD,STANDARD,BLUE,0.810301,0.632223,0.870341,0.707987,1,0,1,1,4,3,0,3,0,4,COMPLETE,1,70.25,72.021296,70.958518,V8,PREMIUM,STANDARD,BLUE,1,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0004865_V1,RFQ_BMCSV2_0004865,2023-08-31 17:49:00,2023-09-06 19:49:00,DE,2319,2,0.986967,51.4835,1,1,0,0.671329,1,0.963386,1,V8,STANDARD,STANDARD,BLUE,0.903411,0.774219,0.995,0.775781,1,0,1,0,4,2,0,1,1,4,PARTIAL,1,67.75,82.710283,73.734113,V8,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0012073_V1,RFQ_BMCSV2_0012073,2023-08-31 17:49:00,2023-09-07 23:49:00,EN,4739,4,0.740572,35.2548,0,0,1,0.773226,0,1.0,1,V8,PREMIUM,OFFROAD,BLUE,0.857756,0.90301,0.907239,0.953728,0,1,1,1,4,3,0,3,0,4,PARTIAL,1,85.75,88.043325,86.66733,V8,PREMIUM,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0018913_V1,RFQ_BMCSV2_0018913,2023-08-31 18:38:00,2023-09-04 23:38:00,EN,1161,1,0.936176,56.7935,0,0,0,0.877109,0,1.0,1,V6,STANDARD,STANDARD,RED,0.886459,0.995,0.995,0.995,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,96.0,96.786477,96.314591,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0012733_V1,RFQ_BMCSV2_0012733,2023-09-01 07:31:00,2023-09-03 14:31:00,EN,4085,4,0.992006,62.6183,0,0,0,0.928756,0,1.0,1,V6,PREMIUM,STANDARD,BLUE,0.87838,0.985404,0.995,0.995,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,96.0,96.344613,96.137845,V6,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0021952_V1,RFQ_BMCSV2_0021952,2023-09-01 09:40:00,2023-09-14 13:40:00,DE,2096,2,0.976538,34.8076,1,0,0,0.628182,1,0.816689,1,V8,PREMIUM,STANDARD,BLUE,0.705222,0.778306,0.995,0.903032,0,1,1,1,4,3,0,3,0,4,COMPLETE,1,78.0,84.539008,80.615603,V8,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0019398_V1,RFQ_BMCSV2_0019398,2023-09-01 09:59:00,2023-09-15 15:59:00,EN,2701,2,0.822284,40.5954,0,1,1,0.680297,0,1.0,1,V6,STANDARD,OFFROAD,BLUE,0.841651,0.826809,0.819788,0.933014,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,96.0,79.531562,89.412625,V6,STANDARD,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0003437_V1,RFQ_BMCSV2_0003437,2023-09-01 10:43:00,2023-09-04 12:43:00,EN,1674,2,0.860697,45.3031,0,0,0,0.734814,0,1.0,1,V8,PREMIUM,OFFROAD,RED,0.895699,0.955361,0.863602,0.805614,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,96.0,88.006902,92.802761,V8,PREMIUM,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0018001_V1,RFQ_BMCSV2_0018001,2023-09-01 11:57:00,2023-09-08 17:57:00,FR,1771,2,0.917637,47.373,3,0,1,0.637271,1,0.893263,1,V6,STANDARD,OFFROAD,BLUE,0.915132,0.812667,0.880381,0.72898,1,1,1,0,4,3,0,3,0,4,COMPLETE,1,62.5,80.929004,69.871602,V6,STANDARD,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0005940_V1,RFQ_BMCSV2_0005940,2023-09-01 12:28:00,2023-09-03 18:28:00,EN,1372,2,0.898131,51.5282,2,0,0,0.874186,0,1.0,1,V8,STANDARD,OFFROAD,RED,0.888233,0.92952,0.823942,0.855064,1,1,0,1,4,3,0,3,0,4,COMPLETE,1,70.25,87.418986,77.117594,V8,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0015411_V1,RFQ_BMCSV2_0015411,2023-09-01 12:34:00,2023-09-10 19:34:00,EN,3439,3,0.808972,68.0072,5,1,0,0.494252,0,1.0,1,V8,STANDARD,UNKNOWN,RED,0.416688,0.644082,0.653032,0.52398,1,0,0,0,3,1,1,1,0,3,PARTIAL,1,20.5,47.444528,31.277811,V6,STANDARD,STANDARD,RED,2,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0009259_V1,RFQ_BMCSV2_0009259,2023-09-01 14:06:00,2023-09-10 21:06:00,EN,2545,2,0.943929,30.2276,1,0,0,0.960202,0,1.0,1,V8,STANDARD,OFFROAD,RED,0.995,0.966769,0.995,0.995,1,1,1,1,4,4,0,1,3,4,COMPLETE,1,88.25,98.794231,92.467692,V8,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0009049_V1,RFQ_BMCSV2_0009049,2023-09-01 14:44:00,2023-09-06 19:44:00,EN,2863,2,0.944193,49.094,0,1,0,0.802201,0,1.0,1,V6,PREMIUM,STANDARD,RED,0.905712,0.871486,0.963571,0.92906,1,0,1,1,4,3,0,2,1,4,COMPLETE,1,85.75,88.245721,86.748288,V6,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0000842_V1,RFQ_BMCSV2_0000842,2023-09-01 14:58:00,2023-09-02 16:58:00,EN,2740,3,0.975237,37.6483,2,0,0,0.906792,0,1.0,1,V6,STANDARD,OFFROAD,BLUE,0.872613,0.989683,0.86377,0.915488,1,1,1,1,4,4,0,1,3,4,COMPLETE,1,80.5,91.03885,84.71554,V6,STANDARD,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0023248_V1,RFQ_BMCSV2_0023248,2023-09-01 15:19:00,2023-09-08 22:19:00,EN,1693,2,0.922535,43.7861,3,0,0,0.864703,0,1.0,1,V8,STANDARD,STANDARD,BLUE,0.84214,0.920695,0.891417,0.748367,1,1,1,0,4,3,0,2,1,4,COMPLETE,1,62.5,85.065451,71.52618,V8,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0015559_V1,RFQ_BMCSV2_0015559,2023-09-01 16:17:00,2023-09-11 20:17:00,EN,8364,6,0.85444,65.9457,1,0,1,0.752584,0,1.0,1,V6,STANDARD,STANDARD,BLUE,0.938346,0.721841,0.889459,0.884614,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,88.25,83.356511,86.292604,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0000328_V1,RFQ_BMCSV2_0000328,2023-09-01 17:28:00,2023-09-08 20:28:00,DE,2490,2,0.920043,74.0254,0,1,0,0.65791,1,0.964314,1,V6,STANDARD,STANDARD,BLUE,0.94064,0.865245,0.79977,0.988313,1,1,1,0,4,3,0,0,3,4,COMPLETE,1,85.75,86.349179,85.989672,V6,STANDARD,STANDARD,RED,1,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0004674_V1,RFQ_BMCSV2_0004674,2023-09-01 18:23:00,2023-09-11 23:23:00,EN,1938,2,0.994173,45.1645,2,1,0,0.521205,0,1.0,1,V6,STANDARD,STANDARD,BLUE,0.833723,0.840756,0.810165,0.774769,1,1,1,0,4,3,0,3,0,4,COMPLETE,1,70.25,77.985314,73.344126,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0005739_V1,RFQ_BMCSV2_0005739,2023-09-02 07:28:00,2023-09-10 09:28:00,EN,1545,1,0.967217,76.7344,4,0,0,0.774038,0,1.0,1,V6,PREMIUM,STANDARD,RED,0.677062,0.830363,0.802343,0.850588,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,65.0,79.008907,70.603563,V6,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0010084_V1,RFQ_BMCSV2_0010084,2023-09-02 08:20:00,2023-09-06 12:20:00,EN,3546,4,0.832068,34.8371,1,0,0,0.877875,0,1.0,1,V6,PREMIUM,STANDARD,BLUE,0.995,0.798189,0.916832,0.849537,1,0,1,1,4,3,0,3,0,4,COMPLETE,1,78.0,88.988939,82.395576,V6,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0013902_V1,RFQ_BMCSV2_0013902,2023-09-02 08:37:00,2023-09-03 15:37:00,EN,2913,2,0.944295,57.481,0,0,0,0.543872,0,1.0,1,V8,STANDARD,STANDARD,BLUE,0.939287,0.889754,0.865925,0.814633,0,1,1,1,4,3,0,3,0,4,COMPLETE,1,85.75,87.73998,86.545992,V8,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0016235_V1,RFQ_BMCSV2_0016235,2023-09-02 09:57:00,2023-09-13 16:57:00,EN,1197,2,0.999,70.9351,1,2,0,0.906704,0,1.0,1,V8,PREMIUM,STANDARD,RED,0.874836,0.973072,0.844722,0.891867,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,88.25,82.612407,85.994963,V8,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0002117_V1,RFQ_BMCSV2_0002117,2023-09-02 10:24:00,2023-09-04 11:24:00,EN,1767,2,0.828263,62.5878,2,0,0,0.878445,0,1.0,1,V6,PREMIUM,STANDARD,BLUE,0.995,0.962395,0.799364,0.900459,1,1,0,1,4,3,0,2,1,4,COMPLETE,1,70.25,91.430463,78.722185,V6,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0003973_V1,RFQ_BMCSV2_0003973,2023-09-02 11:03:00,2023-09-04 18:03:00,EN,3847,3,0.891676,79.6388,1,0,0,0.80404,0,1.0,1,V8,STANDARD,OFFROAD,RED,0.988288,0.86884,0.814339,0.945501,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,88.25,90.424205,89.119682,V8,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0006826_V1,RFQ_BMCSV2_0006826,2023-09-02 11:47:00,2023-09-11 15:47:00,DE,2784,3,0.861685,53.1511,1,1,1,0.509241,1,0.949088,1,V8,PREMIUM,STANDARD,RED,0.830786,0.753301,0.784093,0.872056,0,1,1,0,4,2,0,1,1,4,PARTIAL,1,67.75,75.005918,70.652367,V8,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0016973_V1,RFQ_BMCSV2_0016973,2023-09-02 13:08:00,2023-09-12 15:08:00,DE,1474,2,0.856324,46.4133,1,0,0,0.863855,1,0.977915,1,V6,PREMIUM,STANDARD,BLUE,0.894113,0.992644,0.847491,0.995,1,1,1,1,4,4,0,1,3,4,COMPLETE,1,88.25,93.231205,90.242482,V6,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0011740_V1,RFQ_BMCSV2_0011740,2023-09-02 15:16:00,2023-09-05 18:16:00,EN,1543,1,0.963936,40.1726,0,2,0,0.686722,0,1.0,1,V6,STANDARD,OFFROAD,BLUE,0.705751,0.828374,0.854455,0.689464,1,1,1,0,4,3,0,3,0,4,COMPLETE,1,85.75,69.951104,79.430441,V6,STANDARD,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0002148_V1,RFQ_BMCSV2_0002148,2023-09-02 15:19:00,2023-09-07 17:19:00,DE,2233,2,0.939682,54.7337,0,0,0,0.492313,1,0.953328,1,V6,PREMIUM,OFFROAD,RED,0.857278,0.875303,0.618154,0.797295,1,1,0,1,4,3,0,2,1,4,COMPLETE,1,85.75,78.70073,82.930292,V8,PREMIUM,STANDARD,RED,2,0,CORRECTED_AND_ACCEPTED,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0023678_V1,RFQ_BMCSV2_0023678,2023-09-02 15:56:00,2023-09-04 17:56:00,ES,1651,2,0.927804,29.851,0,1,0,0.590144,1,0.995,1,V8,STANDARD,STANDARD,RED,0.902949,0.797355,0.813435,0.888861,1,0,1,1,4,3,0,3,0,4,COMPLETE,1,85.75,81.565005,84.076002,V8,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0009672_V1,RFQ_BMCSV2_0009672,2023-09-02 16:38:00,2023-09-10 17:38:00,EN,1156,1,0.997963,22.5589,2,0,1,0.569736,0,1.0,1,V6,PREMIUM,STANDARD,BLUE,0.915109,0.675358,0.550304,0.865598,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,80.5,72.659198,77.363679,V6,STANDARD,OFFROAD,BLUE,2,0,CORRECTED_AND_ACCEPTED,RFQ_REVIEW_LEAD,0
RFQCFG_BMCSV2_0014009_V1,RFQ_BMCSV2_0014009,2023-09-02 17:40:00,2023-09-03 23:40:00,DE,5161,4,0.850625,65.0317,2,0,1,0.751911,1,0.819161,1,V8,PREMIUM,OFFROAD,RED,0.714683,0.924725,0.933035,0.661986,0,1,1,1,4,3,0,0,3,4,COMPLETE,1,70.25,78.36075,73.4943,V8,PREMIUM,OFFROAD,BLUE,1,0,CORRECTED_AND_ACCEPTED,RFQ_REVIEW_LEAD,0
RFQCFG_BMCSV2_0017416_V1,RFQ_BMCSV2_0017416,2023-09-02 18:49:00,2023-09-11 00:49:00,FR,4017,3,0.94001,54.6805,5,0,0,0.865808,1,0.870448,1,V8,STANDARD,STANDARD,BLUE,0.64689,0.775035,0.775742,0.858234,0,1,1,1,4,3,0,1,2,4,COMPLETE,1,54.75,76.397528,63.409011,V8,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,0
RFQCFG_BMCSV2_0002927_V1,RFQ_BMCSV2_0002927,2023-09-02 18:59:00,2023-09-13 00:59:00,EN,4518,3,0.938285,55.4109,0,0,0,0.841256,0,1.0,1,V6,STANDARD,STANDARD,BLUE,0.975094,0.912231,0.995,0.893791,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,94.402896,95.361158,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0003474_V1,RFQ_BMCSV2_0003474,2023-09-03 07:48:00,2023-09-10 14:48:00,EN,3065,2,0.873173,71.2057,3,1,0,0.933638,0,1.0,1,V6,STANDARD,STANDARD,RED,0.93003,0.759152,0.86102,0.652589,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,72.75,76.569789,74.277915,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0021137_V1,RFQ_BMCSV2_0021137,2023-09-03 09:11:00,2023-09-14 15:11:00,ES,2375,2,0.787383,61.2758,1,0,0,0.708868,1,0.875773,1,V6,STANDARD,STANDARD,BLUE,0.814345,0.920385,0.947969,0.865949,1,1,1,1,4,4,0,2,2,4,COMPLETE,1,88.25,88.716172,88.436469,V6,STANDARD,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0007274_V1,RFQ_BMCSV2_0007274,2023-09-03 11:24:00,2023-09-17 18:24:00,EN,1389,2,0.834776,55.0516,1,0,1,0.833971,0,1.0,1,V8,STANDARD,STANDARD,RED,0.774024,0.9784,0.920938,0.888016,0,1,1,1,4,3,0,2,1,4,COMPLETE,1,78.0,86.534457,81.413783,V8,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0004812_V1,RFQ_BMCSV2_0004812,2023-09-03 12:25:00,2023-09-10 16:25:00,FR,5541,4,0.91022,72.4352,0,1,0,0.697715,1,0.937098,1,V6,STANDARD,STANDARD,RED,0.915139,0.886931,0.962249,0.8565,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,96.0,87.020476,92.408191,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0014241_V1,RFQ_BMCSV2_0014241,2023-09-03 12:25:00,2023-09-17 18:25:00,EN,5524,5,0.939589,57.7246,0,2,0,0.938636,0,1.0,1,V6,PREMIUM,STANDARD,RED,0.724341,0.771248,0.789046,0.703161,0,0,1,1,4,2,0,2,0,4,PARTIAL,1,75.5,67.69489,72.377956,V6,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0006465_V1,RFQ_BMCSV2_0006465,2023-09-03 12:35:00,2023-09-15 16:35:00,EN,8785,6,0.846028,26.636,0,1,0,0.374752,0,1.0,1,V8,PREMIUM,STANDARD,BLUE,0.904441,0.744581,0.995,0.81845,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,96.0,83.061811,90.824724,V8,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0005438_V1,RFQ_BMCSV2_0005438,2023-09-03 12:51:00,2023-09-16 13:51:00,DE,1078,1,0.886982,57.5063,6,0,1,0.814526,1,0.995,1,V6,PREMIUM,STANDARD,RED,0.731308,0.627184,0.665264,0.694899,0,0,0,1,4,1,0,1,0,4,PARTIAL,1,34.25,65.466385,46.736554,V6,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0015931_V1,RFQ_BMCSV2_0015931,2023-09-03 13:41:00,2023-09-16 17:41:00,EN,2065,2,0.930465,31.4109,1,0,0,0.758228,0,1.0,1,V8,STANDARD,OFFROAD,RED,0.945534,0.908537,0.995,0.928013,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,88.25,94.427075,90.72083,V8,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0008283_V1,RFQ_BMCSV2_0008283,2023-09-03 17:21:00,2023-09-06 20:21:00,EN,9898,7,0.879423,35.1721,0,0,0,0.827179,0,1.0,1,V6,STANDARD,OFFROAD,RED,0.995,0.995,0.995,0.995,1,1,1,1,4,4,0,4,0,4,COMPLETE,1,96.0,99.5,97.4,V6,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0015582_V1,RFQ_BMCSV2_0015582,2023-09-03 18:00:00,2023-09-12 20:00:00,EN,1729,2,0.889439,45.565,1,0,0,0.676487,0,1.0,1,V8,PREMIUM,OFFROAD,BLUE,0.770116,0.547547,0.810322,0.711209,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,88.25,70.979868,81.341947,V8,STANDARD,OFFROAD,RED,2,0,CORRECTED_AND_ACCEPTED,COST_ENGINEER,0
RFQCFG_BMCSV2_0022573_V1,RFQ_BMCSV2_0022573,2023-09-03 18:39:00,2023-09-10 01:39:00,EN,1756,2,0.893453,16.3594,1,1,0,0.749334,0,1.0,1,V6,STANDARD,OFFROAD,RED,0.811236,0.772094,0.861573,0.795254,0,0,1,1,4,2,0,2,0,4,PARTIAL,1,67.75,77.503945,71.651578,V6,STANDARD,OFFROAD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0001809_V1,RFQ_BMCSV2_0001809,2023-09-04 07:25:00,2023-09-17 11:25:00,EN,3842,4,0.811557,73.5613,1,0,0,0.809473,0,1.0,1,V6,PREMIUM,OFFROAD,BLUE,0.965871,0.95179,0.982039,0.789336,1,1,1,1,4,4,0,3,1,4,COMPLETE,1,88.25,92.225903,89.840361,V6,PREMIUM,OFFROAD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,RFQ_REVIEW_LEAD,1
RFQCFG_BMCSV2_0022938_V1,RFQ_BMCSV2_0022938,2023-09-04 08:15:00,2023-09-10 13:15:00,EN,3680,4,0.796902,14.9746,0,1,0,0.652833,0,1.0,1,V8,PREMIUM,STANDARD,RED,0.864703,0.995,0.891642,0.612104,1,1,1,0,4,3,0,3,0,4,COMPLETE,1,85.75,80.586208,83.684483,V8,PREMIUM,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,COST_ENGINEER,1
RFQCFG_BMCSV2_0022469_V1,RFQ_BMCSV2_0022469,2023-09-04 08:35:00,2023-09-07 13:35:00,EN,1396,2,0.891936,23.8565,2,1,0,0.576243,0,1.0,1,V6,STANDARD,STANDARD,RED,0.850807,0.837547,0.70824,0.726757,1,1,0,1,4,3,0,3,0,4,COMPLETE,1,70.25,74.583784,71.983514,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,1
RFQCFG_BMCSV2_0023399_V1,RFQ_BMCSV2_0023399,2023-09-04 09:32:00,2023-09-14 12:32:00,ES,3745,3,0.908292,59.7179,0,0,0,0.424334,1,0.825543,1,V8,PREMIUM,STANDARD,BLUE,0.887422,0.901942,0.835532,0.995,0,1,1,1,4,3,0,2,1,4,COMPLETE,1,85.75,90.49741,87.648964,V8,PREMIUM,STANDARD,BLUE,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,0
RFQCFG_BMCSV2_0005474_V1,RFQ_BMCSV2_0005474,2023-09-04 09:47:00,2023-09-12 10:47:00,DE,3582,3,0.754977,50.3588,0,1,0,0.667852,1,0.983484,1,V6,STANDARD,STANDARD,RED,0.867581,0.752256,0.963342,0.902861,0,0,1,1,4,2,0,2,0,4,PARTIAL,1,75.5,83.651004,78.760401,V6,STANDARD,STANDARD,RED,0,1,ACCEPTED_WITHOUT_CHANGE,CONFIGURATION_ENGINEER,0
