OBSERVATION_ID,SERIES_KEY,COMMODITY_GROUP,SUPPLIER_REGION,SUPPLIER_ID,INDEX_MONTH,FEATURE_AS_OF_DATE,APPROVED_ENERGY_FORECAST_INDEX,APPROVED_FREIGHT_FORECAST_INDEX,APPROVED_FX_FORECAST_INDEX,APPROVED_MARKET_PMI,APPROVED_PORT_CONGESTION_INDEX,SUPPLIER_LEAD_TIME_DAYS,SUPPLIER_RELIABILITY_SCORE,CONTRACT_ESCALATION_PCT,REALIZED_MATERIAL_INDEX
FMISV2_0001736,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2018-08-01,2018-07-01,95.1124,98.4985,101.4401,50.5688,36.0903,19.7,94.057,1.1489,98.10708
FMISV2_0001737,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2018-09-01,2018-08-01,100.7065,95.9444,98.8775,48.5661,40.7119,21.84,97.444,1.6568,96.73433
FMISV2_0001738,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2018-10-01,2018-09-01,102.8332,96.9808,102.8019,48.9839,43.0843,23.579,96.245,1.2378,95.32053
FMISV2_0001739,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2018-11-01,2018-10-01,94.31,101.6977,102.3241,48.472,52.8899,24.104,94.08,1.6248,97.47592
FMISV2_0001740,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2018-12-01,2018-11-01,106.2305,103.9334,103.5582,46.8643,59.6302,25.932,98.755,1.6651,100.03486
FMISV2_0001741,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-01-01,2018-12-01,104.4059,108.9392,103.812,48.2305,39.572,24.916,93.211,1.761,101.23651
FMISV2_0001742,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-02-01,2019-01-01,104.8837,103.178,105.0529,46.8929,45.2941,23.28,94.892,1.7079,102.65399
FMISV2_0001743,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-03-01,2019-02-01,109.3531,108.4711,105.2845,50.1918,48.6169,23.478,95.107,1.0785,104.8839
FMISV2_0001744,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-04-01,2019-03-01,109.7496,102.3998,105.3057,49.2565,41.3393,17.022,96.086,1.9218,105.62167
FMISV2_0001745,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-05-01,2019-04-01,110.2095,106.756,106.0716,49.2849,39.8617,17.762,96.133,1.5335,104.01499
FMISV2_0001746,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-06-01,2019-05-01,108.2254,97.9224,103.1643,52.3753,47.4373,25.472,95.345,1.8331,103.75047
FMISV2_0001747,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-07-01,2019-06-01,99.5688,94.3285,102.1066,51.466,38.0408,24.17,95.236,1.1779,100.16684
FMISV2_0001748,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-08-01,2019-07-01,103.3714,94.6544,103.5735,50.7377,39.4323,23.659,96.219,1.1197,100.57339
FMISV2_0001749,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-09-01,2019-08-01,98.0391,93.4916,100.5445,54.667,57.5192,21.933,95.613,1.434,99.34253
FMISV2_0001750,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-10-01,2019-09-01,102.989,103.6798,101.4407,53.6604,61.5225,24.038,96.472,1.9461,99.87942
FMISV2_0001751,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-11-01,2019-10-01,102.0679,106.9712,103.957,50.0924,51.0232,22.66,95.478,1.5362,102.39644
FMISV2_0001752,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2019-12-01,2019-11-01,102.9959,112.5474,105.5177,51.9865,47.8538,20.429,94.851,1.4106,104.73399
FMISV2_0001753,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-01-01,2019-12-01,110.1435,110.9353,106.9109,53.376,48.3364,22.394,96.93,1.447,108.1488
FMISV2_0001754,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-02-01,2020-01-01,115.7955,113.3031,107.8318,53.1077,49.9563,23.162,95.736,1.3411,109.66316
FMISV2_0001755,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-03-01,2020-02-01,109.2858,112.4017,104.5941,51.2515,54.1833,29.035,95.621,1.744,109.18914
FMISV2_0001756,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-04-01,2020-03-01,110.9579,102.4057,107.7433,48.2291,44.104,22.485,93.035,1.6623,113.67207
FMISV2_0001757,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-05-01,2020-04-01,109.7981,104.8867,104.5616,47.3081,33.3903,21.269,95.986,1.1593,111.4771
FMISV2_0001758,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-06-01,2020-05-01,117.5258,97.4377,103.9183,49.9225,40.85,21.604,94.547,1.7581,108.81564
FMISV2_0001759,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-07-01,2020-06-01,103.2119,105.1801,101.6731,47.1907,36.2782,21.539,93.953,1.7856,108.10423
FMISV2_0001760,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-08-01,2020-07-01,104.6328,101.2908,102.9156,45.8148,35.0467,18.018,95.618,1.7499,104.24241
FMISV2_0001761,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-09-01,2020-08-01,104.6045,93.7309,102.4701,45.0372,52.271,23.594,97.478,2.1113,103.38094
FMISV2_0001762,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-10-01,2020-09-01,106.7902,105.8281,101.9118,50.1332,42.8674,23.866,95.592,1.7813,104.16014
FMISV2_0001763,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-11-01,2020-10-01,103.5774,100.6185,106.1645,48.5166,49.1294,23.173,95.35,1.2401,104.56708
FMISV2_0001764,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2020-12-01,2020-11-01,106.6203,106.4558,107.186,49.6546,44.2504,24.216,95.541,1.2112,105.34091
FMISV2_0001765,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-01-01,2020-12-01,109.3489,114.0991,107.7357,52.8361,53.2156,22.74,96.744,1.5082,109.92801
FMISV2_0001766,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-02-01,2021-01-01,115.0235,104.2425,104.8186,51.3815,58.0388,26.592,98.27,1.4464,111.77806
FMISV2_0001767,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-03-01,2021-02-01,111.9497,104.6707,105.707,53.4874,39.5819,24.206,95.748,1.8237,113.65184
FMISV2_0001768,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-04-01,2021-03-01,119.6959,108.6164,110.6936,53.3608,46.4441,23.139,95.355,1.5058,112.84241
FMISV2_0001769,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-05-01,2021-04-01,112.7161,96.394,108.4411,53.6997,38.7841,24.645,94.769,1.3765,110.8262
FMISV2_0001770,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-06-01,2021-05-01,115.5709,99.8472,105.2786,52.1906,35.5554,24.428,96.068,1.391,109.68348
FMISV2_0001771,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-07-01,2021-06-01,110.2152,96.8253,105.3477,51.9469,35.4923,21.498,95.629,1.9375,106.42991
FMISV2_0001772,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-08-01,2021-07-01,110.1049,94.9334,100.4571,49.9846,35.6575,23.132,94.424,2.0948,104.96478
FMISV2_0001773,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-09-01,2021-08-01,106.7397,107.617,102.1898,50.4862,41.908,23.624,97.052,1.8874,105.77264
FMISV2_0001774,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-10-01,2021-09-01,110.6796,103.1365,102.7147,51.3607,42.8419,21.937,94.256,2.0292,110.08339
FMISV2_0001775,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-11-01,2021-10-01,115.1356,105.9621,104.7641,49.3118,54.4724,23.073,93.431,2.4463,110.36253
FMISV2_0001776,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2021-12-01,2021-11-01,111.337,105.5673,107.1254,46.4528,55.7673,25.292,96.818,1.6752,111.71162
FMISV2_0001777,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-01-01,2021-12-01,112.1994,123.5805,106.6148,46.7115,48.5703,19.943,94.478,2.2764,111.59049
FMISV2_0001778,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-02-01,2022-01-01,111.0395,108.0289,104.8485,46.3247,53.8425,22.864,96.142,1.3759,112.47269
FMISV2_0001779,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-03-01,2022-02-01,117.252,112.121,107.5754,47.844,46.8625,21.598,94.992,2.2991,119.77754
FMISV2_0001780,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-04-01,2022-03-01,121.0944,101.5237,106.3043,48.0325,40.8477,27.407,93.072,1.4138,115.2835
FMISV2_0001781,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-05-01,2022-04-01,114.3896,107.384,108.4203,46.61,52.7075,24.302,96.237,2.217,114.00829
FMISV2_0001782,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-06-01,2022-05-01,113.7828,101.4587,106.4942,46.9302,38.2018,23.592,92.773,2.0886,111.23841
FMISV2_0001783,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-07-01,2022-06-01,114.0836,102.0775,106.2606,51.5686,39.4617,24.562,95.526,1.8222,109.73808
FMISV2_0001784,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-08-01,2022-07-01,117.7614,102.1247,101.5542,51.5157,40.2741,27.478,92.761,2.5317,109.05702
FMISV2_0001785,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-09-01,2022-08-01,107.0092,95.0342,100.8165,51.8277,40.9866,15.575,96.719,2.4941,107.70001
FMISV2_0001786,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-10-01,2022-09-01,112.5549,103.18,104.4838,52.9565,42.8768,18.655,92.414,2.2372,108.51933
FMISV2_0001787,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-11-01,2022-10-01,112.6264,100.6801,107.9325,52.7293,52.0187,18.998,95.866,2.0216,109.90626
FMISV2_0001788,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2022-12-01,2022-11-01,119.7558,102.1387,105.1674,51.9272,57.4425,21.589,94.512,2.1466,110.29404
FMISV2_0001789,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-01-01,2022-12-01,116.6644,108.2256,107.1666,49.7243,58.1623,18.934,95.293,1.9978,108.92581
FMISV2_0001790,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-02-01,2023-01-01,118.8731,114.9764,105.6973,50.5961,47.0902,26.83,95.52,2.2888,111.25865
FMISV2_0001791,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-03-01,2023-02-01,122.1048,112.1693,104.3988,49.2389,34.0285,25.505,94.788,2.4203,112.5497
FMISV2_0001792,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-04-01,2023-03-01,121.5099,111.6855,106.0061,51.7497,38.5977,17.61,95.578,2.6559,113.44307
FMISV2_0001793,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-05-01,2023-04-01,120.5085,107.1975,104.0892,48.0522,43.8878,20.885,94.755,2.5242,113.2388
FMISV2_0001794,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-06-01,2023-05-01,117.5433,107.3286,104.5342,46.8898,33.7447,23.427,96.01,2.3904,111.8474
FMISV2_0001795,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-07-01,2023-06-01,120.1308,101.7859,107.1861,46.994,36.5958,22.477,95.82,2.2186,113.35821
FMISV2_0001796,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-08-01,2023-07-01,116.5932,99.4298,103.9514,45.6769,45.0821,23.119,93.76,2.6326,109.42901
FMISV2_0001797,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-09-01,2023-08-01,119.9535,102.9296,104.3993,47.7256,48.7099,21.553,96.62,2.066,108.38225
FMISV2_0001798,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-10-01,2023-09-01,117.4428,107.1494,106.2442,48.2576,48.8767,20.784,96.165,2.5244,110.13414
FMISV2_0001799,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-11-01,2023-10-01,116.1112,97.4167,105.3378,47.0184,50.484,25.943,94.266,2.4066,109.68753
FMISV2_0001800,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2023-12-01,2023-11-01,116.4076,105.556,105.6309,49.4617,51.8451,24.307,94.88,1.7537,112.2685
FMISV2_0001801,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-01-01,2023-12-01,117.4845,115.6111,110.429,50.6718,46.8861,22.069,97.319,2.394,113.9017
FMISV2_0001802,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-02-01,2024-01-01,117.8622,118.6903,107.0284,53.9543,49.0509,26.445,94.785,2.2398,115.77593
FMISV2_0001803,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-03-01,2024-02-01,127.4457,115.9259,109.1078,51.2903,43.3594,18.694,95.317,2.3287,116.89191
FMISV2_0001804,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-04-01,2024-03-01,128.731,115.0208,107.3952,52.6001,40.3482,25.269,95.026,2.8416,117.85257
FMISV2_0001805,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-05-01,2024-04-01,124.2926,114.35,106.1912,54.2701,40.2109,20.9,94.763,2.5689,118.30489
FMISV2_0001806,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-06-01,2024-05-01,119.1319,108.8524,104.8976,53.1257,30.6917,25.691,94.212,2.1778,119.27224
FMISV2_0001807,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-07-01,2024-06-01,122.1279,102.1748,107.9576,53.1732,41.7271,22.419,95.463,2.3131,117.27448
FMISV2_0001808,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-08-01,2024-07-01,121.4915,100.0442,104.1689,49.9254,43.1696,20.001,96.333,1.8036,113.53849
FMISV2_0001809,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-09-01,2024-08-01,116.8088,106.9974,104.2102,51.7429,43.7449,20.504,96.664,2.2176,113.638
FMISV2_0001810,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-10-01,2024-09-01,120.5409,107.4528,105.0173,50.1718,44.5531,25.156,96.02,2.7898,114.10686
FMISV2_0001811,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-11-01,2024-10-01,121.8495,112.1516,109.8197,46.0944,62.486,25.263,94.341,2.4738,114.3983
FMISV2_0001812,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2024-12-01,2024-11-01,119.2886,110.8493,104.3306,47.805,56.3391,25.59,96.199,2.1922,116.24237
FMISV2_0001813,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-01-01,2024-12-01,122.7039,115.5027,108.1207,48.0898,50.8256,24.318,96.584,2.9842,117.07966
FMISV2_0001814,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-02-01,2025-01-01,126.956,117.1364,108.0263,46.2308,40.1366,21.172,93.877,1.9802,117.47373
FMISV2_0001815,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-03-01,2025-02-01,125.8724,113.8069,110.1819,46.5923,42.2164,21.538,96.75,3.2016,119.4629
FMISV2_0001816,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-04-01,2025-03-01,125.8778,115.5665,107.6893,47.5916,47.7817,22.637,94.16,2.591,118.04336
FMISV2_0001817,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-05-01,2025-04-01,130.4023,108.1206,107.852,48.8451,34.3671,20.786,93.694,2.4282,118.12263
FMISV2_0001818,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-06-01,2025-05-01,131.4832,108.1694,108.9235,47.773,28.9754,20.221,96.289,2.1748,116.18799
FMISV2_0001819,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-07-01,2025-06-01,120.0944,108.2497,106.1235,49.3896,42.5897,25.74,95.639,2.1012,115.38154
FMISV2_0001820,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-08-01,2025-07-01,125.0966,109.1851,105.5921,52.9039,39.7252,23.455,96.757,2.1571,114.42673
FMISV2_0001821,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-09-01,2025-08-01,119.1498,102.1444,104.9442,51.1776,42.7608,27.574,97.224,2.892,114.36539
FMISV2_0001822,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-10-01,2025-09-01,121.2697,100.6346,103.2308,51.6835,48.0615,23.5,97.061,2.4892,112.38425
FMISV2_0001823,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-11-01,2025-10-01,123.2357,110.9781,108.5569,53.3797,56.8966,23.216,97.02,2.5943,114.49754
FMISV2_0001824,RUBBER|EU|SUP_RB_02,RUBBER,EU,SUP_RB_02,2025-12-01,2025-11-01,126.6494,116.7064,107.3882,52.3006,43.2784,19.803,95.082,2.2922,115.97312
FMISV2_0001825,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-01-01,2017-12-01,102.9351,106.2305,101.4124,48.6363,56.1335,23.99,90.734,0.9721,93.83176
FMISV2_0001826,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-02-01,2018-01-01,104.463,102.7035,100.5765,50.9948,41.8915,24.851,90.052,1.1618,94.2959
FMISV2_0001827,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-03-01,2018-02-01,104.2012,103.5918,99.1696,49.4252,54.977,32.957,90.299,1.7255,92.39649
FMISV2_0001828,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-04-01,2018-03-01,105.138,103.5876,99.9051,51.3662,47.1506,28.612,90.01,1.3095,91.58726
FMISV2_0001829,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-05-01,2018-04-01,108.9989,107.7421,96.4792,51.5444,44.6762,26.832,89.052,1.388,94.17768
FMISV2_0001830,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-06-01,2018-05-01,103.0247,89.8612,94.5372,51.4006,42.9213,28.975,87.822,2.0287,94.1654
FMISV2_0001831,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-07-01,2018-06-01,101.6263,97.8658,93.9557,50.5753,34.2305,28.277,91.068,1.3193,92.99915
FMISV2_0001832,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-08-01,2018-07-01,95.1124,98.4985,95.9649,50.5688,36.0903,26.34,91.882,0.6373,91.32728
FMISV2_0001833,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-09-01,2018-08-01,100.7065,95.9444,97.51,48.5661,40.7119,28.791,89.762,1.5549,91.01001
FMISV2_0001834,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-10-01,2018-09-01,102.8332,96.9808,95.4032,48.9839,43.0843,27.869,91.942,1.1915,90.56257
FMISV2_0001835,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-11-01,2018-10-01,94.31,101.6977,100.7752,48.472,52.8899,29.648,90.027,0.8535,90.71835
FMISV2_0001836,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2018-12-01,2018-11-01,106.2305,103.9334,100.5662,46.8643,59.6302,30.112,91.562,1.4823,88.052
FMISV2_0001837,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-01-01,2018-12-01,104.4059,108.9392,100.5356,48.2305,39.572,25.949,90.455,1.3828,92.05835
FMISV2_0001838,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-02-01,2019-01-01,104.8837,103.178,101.164,46.8929,45.2941,30.681,88.841,1.7576,92.92275
FMISV2_0001839,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-03-01,2019-02-01,109.3531,108.4711,102.6796,50.1918,48.6169,27.481,90.561,1.1875,94.33151
FMISV2_0001840,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-04-01,2019-03-01,109.7496,102.3998,104.9211,49.2565,41.3393,30.168,90.396,1.4449,97.81762
FMISV2_0001841,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-05-01,2019-04-01,110.2095,106.756,96.7065,49.2849,39.8617,26.279,88.778,1.6414,98.14301
FMISV2_0001842,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-06-01,2019-05-01,108.2254,97.9224,94.541,52.3753,47.4373,25.416,88.313,1.9459,97.85907
FMISV2_0001843,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-07-01,2019-06-01,99.5688,94.3285,95.5199,51.466,38.0408,27.204,88.247,1.8884,97.65392
FMISV2_0001844,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-08-01,2019-07-01,103.3714,94.6544,98.2807,50.7377,39.4323,24.402,88.734,1.2076,96.87539
FMISV2_0001845,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-09-01,2019-08-01,98.0391,93.4916,95.1682,54.667,57.5192,33.055,89.372,1.6371,95.7476
FMISV2_0001846,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-10-01,2019-09-01,102.989,103.6798,98.4642,53.6604,61.5225,32.274,90.349,1.3876,96.17962
FMISV2_0001847,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-11-01,2019-10-01,102.0679,106.9712,99.3708,50.0924,51.0232,28.548,92.821,1.4057,95.38831
FMISV2_0001848,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2019-12-01,2019-11-01,102.9959,112.5474,100.5025,51.9865,47.8538,28.5,87.412,1.5933,97.34666
FMISV2_0001849,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-01-01,2019-12-01,110.1435,110.9353,104.6,53.376,48.3364,30.59,88.229,1.6158,97.15789
FMISV2_0001850,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-02-01,2020-01-01,115.7955,113.3031,100.3678,53.1077,49.9563,29.854,89.907,1.6706,100.58872
FMISV2_0001851,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-03-01,2020-02-01,109.2858,112.4017,100.9951,51.2515,54.1833,29.539,90.579,1.1322,102.13901
FMISV2_0001852,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-04-01,2020-03-01,110.9579,102.4057,102.0328,48.2291,44.104,32.105,89.546,1.1162,106.9008
FMISV2_0001853,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-05-01,2020-04-01,109.7981,104.8867,99.8183,47.3081,33.3903,26.47,89.614,1.5102,105.15015
FMISV2_0001854,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-06-01,2020-05-01,117.5258,97.4377,98.478,49.9225,40.85,27.068,91.575,1.3715,104.1573
FMISV2_0001855,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-07-01,2020-06-01,103.2119,105.1801,98.4938,47.1907,36.2782,27.943,90.362,1.7361,102.48701
FMISV2_0001856,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-08-01,2020-07-01,104.6328,101.2908,95.6468,45.8148,35.0467,28.38,88.129,1.4213,99.15726
FMISV2_0001857,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-09-01,2020-08-01,104.6045,93.7309,95.0999,45.0372,52.271,29.595,91.27,1.5561,96.97413
FMISV2_0001858,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-10-01,2020-09-01,106.7902,105.8281,96.7152,50.1332,42.8674,26.127,90.095,1.727,97.38159
FMISV2_0001859,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-11-01,2020-10-01,103.5774,100.6185,100.1345,48.5166,49.1294,30.177,88.546,1.1678,98.41783
FMISV2_0001860,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2020-12-01,2020-11-01,106.6203,106.4558,102.3008,49.6546,44.2504,24.795,91.293,1.7718,99.06688
FMISV2_0001861,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2021-01-01,2020-12-01,109.3489,114.0991,102.3501,52.8361,53.2156,27.845,89.876,1.7953,99.29712
FMISV2_0001862,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2021-02-01,2021-01-01,115.0235,104.2425,99.7231,51.3815,58.0388,26.606,89.18,1.8009,99.7899
FMISV2_0001863,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2021-03-01,2021-02-01,111.9497,104.6707,101.9786,53.4874,39.5819,29.014,90.513,1.4682,100.91702
FMISV2_0001864,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2021-04-01,2021-03-01,119.6959,108.6164,102.2676,53.3608,46.4441,33.137,91.616,1.8881,100.99555
FMISV2_0001865,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2021-05-01,2021-04-01,112.7161,96.394,101.0474,53.6997,38.7841,27.223,87.946,1.6935,100.59202
FMISV2_0001866,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2021-06-01,2021-05-01,115.5709,99.8472,98.7647,52.1906,35.5554,28.416,88.594,1.599,100.19395
FMISV2_0001867,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2021-07-01,2021-06-01,110.2152,96.8253,98.6079,51.9469,35.4923,30.691,90.869,1.6041,98.49928
FMISV2_0001868,RUBBER|APAC|SUP_RB_01,RUBBER,APAC,SUP_RB_01,2021-08-01,2021-07-01,110.1049,94.9334,99.4505,49.9846,35.6575,25.774,90.271,2.1163,96.31526
