OPERATION_RUN_ID,RUN_DATE,KMAT_ID,WORK_CENTER_ID,MACHINE_ID,OPERATION_ID,ENGINE,CAB,WHEEL,COLOR,MACHINE_AGE_YEARS,MACHINE_HOURS_RUN,PRE_RUN_VIBRATION_MM_S,PRE_RUN_TEMPERATURE_C,DAYS_SINCE_MAINTENANCE,TOOL_USAGE_CYCLES_PRE_RUN,SETUP_TIME_MINUTES,CONFIG_COMPLEXITY_SCORE,STANDARD_MAINTENANCE_COST_USD,SHIFT_LOAD_PCT,OPERATOR_EXPERIENCE_YEARS,RECENT_30D_DOWNTIME_MIN,PRIOR_30D_MAINTENANCE_COUNT,MACHINE_HEALTH_SCORE,PRIOR_30D_MEAN_VIBRATION_MM_S,PRIOR_WORK_CENTER_TDS_AVG,ACTUAL_MAINTENANCE_COST_USD,ACTUAL_TDS_FACTOR,ACTUAL_TOOL_REPLACEMENT_COUNT,ACTUAL_DOWNTIME_MINUTES
TDSV2_0012618,2024-02-10,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V6,STANDARD,OFFROAD,BLUE,10.9541,21286.84,5.3263,63.1075,26.828,1630.84,33.911,53.231,590.31,79.73,5.555,43.616,3,72.523,4.5587,1.321,1206.27,2.089657,2,49.455
TDSV2_0012619,2024-02-10,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_DYNO,V8,STANDARD,STANDARD,BLUE,11.0321,12689.51,4.0692,65.7824,40.235,976.67,32.049,54.193,474.45,77.861,6.469,33.877,1,84.772,3.4539,1.355,686.87,1.642575,1,33.481
TDSV2_0012620,2024-02-11,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V8,PREMIUM,STANDARD,RED,11.6284,25309.87,5.1063,61.8402,33.458,1382.42,39.431,61.545,595.99,69.627,2.949,36.031,3,74.977,4.5551,1.3878,1164.36,2.103854,2,58.716
TDSV2_0012621,2024-02-11,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V8,PREMIUM,STANDARD,RED,3.6436,25367.04,4.5724,75.0261,41.589,1968.83,49.729,70.109,487.02,99.392,5.365,33.493,3,69.448,3.7688,1.2205,1201.4,2.659002,3,83.263
TDSV2_0012622,2024-02-11,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,STANDARD,OFFROAD,BLUE,11.6765,25688.46,5.3152,65.0439,36.815,1229.0,50.801,52.484,600.15,91.277,10.052,52.146,4,69.315,4.1703,1.2977,1387.8,2.37886,1,66.372
TDSV2_0012623,2024-02-11,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V6,STANDARD,STANDARD,RED,4.1264,23203.98,3.3452,64.14,29.465,688.7,32.184,37.453,399.49,93.21,0.3,22.772,1,77.066,3.0536,1.1693,507.0,1.165039,0,18.128
TDSV2_0012624,2024-02-11,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,OFFROAD,BLUE,5.4813,11440.14,3.5274,60.0643,9.929,1642.54,42.325,41.882,365.68,81.219,1.529,7.116,1,82.353,2.7164,1.0747,453.9,1.2435,1,23.773
TDSV2_0012625,2024-02-11,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_SUSPENSION,V6,STANDARD,STANDARD,RED,4.9807,20022.66,3.5599,61.1491,39.789,1484.18,36.668,38.86,450.35,90.179,4.31,18.383,5,94.539,3.0774,1.3568,702.55,1.567909,1,40.129
TDSV2_0012626,2024-02-11,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_SUSPENSION,V8,PREMIUM,STANDARD,BLUE,4.7051,19929.31,4.4876,74.118,85.855,1214.21,38.128,60.874,438.87,88.153,8.308,15.536,4,87.173,4.0416,1.5949,1039.24,2.413284,2,61.784
TDSV2_0012627,2024-02-11,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_MOUNT,V8,STANDARD,STANDARD,RED,7.8196,22717.97,4.0113,59.9442,10.594,746.04,39.848,62.432,492.94,78.312,3.152,45.691,1,91.587,3.3059,1.2694,669.38,1.326364,0,39.569
TDSV2_0012628,2024-02-11,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V8,STANDARD,STANDARD,RED,8.3373,21437.87,2.6775,61.7627,5.442,1025.74,41.963,58.267,466.16,80.748,7.119,21.974,0,70.09,2.4747,1.178,614.02,1.265579,1,28.521
TDSV2_0012629,2024-02-11,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,STANDARD,STANDARD,BLUE,12.3189,23988.19,4.2017,61.7798,27.777,1365.62,21.04,36.111,548.77,58.232,9.613,32.847,0,71.98,4.2446,1.292,887.76,1.54889,1,26.764
TDSV2_0012630,2024-02-11,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V6,PREMIUM,STANDARD,RED,7.4943,27142.35,3.4192,56.9622,13.596,460.52,37.302,56.925,498.23,75.252,5.716,34.222,0,87.267,3.0826,1.3644,642.24,1.294886,0,15.41
TDSV2_0012631,2024-02-11,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_FINISH,V8,STANDARD,STANDARD,BLUE,5.8357,12326.35,3.0928,58.6612,18.968,1033.29,44.217,57.834,355.15,84.23,3.605,4.092,3,79.12,2.6409,1.1481,476.7,1.325579,0,19.756
TDSV2_0012632,2024-02-11,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,STANDARD,STANDARD,BLUE,11.7231,25807.79,4.7268,63.1765,37.927,1506.15,33.256,34.215,668.25,81.44,8.976,61.363,4,67.563,4.3633,1.2418,1430.6,2.20326,4,77.623
TDSV2_0012633,2024-02-11,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V6,PREMIUM,STANDARD,BLUE,11.2525,15677.74,3.581,59.3125,12.607,895.65,42.439,46.681,570.02,83.78,7.652,31.142,4,90.181,2.9179,1.2669,776.64,1.40493,2,30.297
TDSV2_0012634,2024-02-11,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V6,PREMIUM,STANDARD,BLUE,11.6804,25178.23,3.9121,65.6531,39.166,658.18,30.913,55.185,591.63,59.148,6.719,49.975,1,72.228,4.033,1.3172,1084.74,1.800134,0,30.797
TDSV2_0012635,2024-02-11,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V6,PREMIUM,OFFROAD,BLUE,7.7131,22299.85,3.3377,57.549,21.009,944.46,49.511,58.642,493.21,78.334,6.958,28.414,1,74.498,3.0058,1.1097,787.7,1.621857,0,36.289
TDSV2_0012636,2024-02-11,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_CAB,V8,STANDARD,STANDARD,RED,5.1638,9403.59,3.3781,71.1942,12.128,1517.07,35.5,49.222,286.94,80.398,6.589,9.751,2,81.776,2.814,1.1316,381.84,1.233132,0,13.723
TDSV2_0012637,2024-02-11,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V6,STANDARD,STANDARD,RED,8.3163,22089.53,3.3904,62.1049,9.104,572.98,17.957,25.636,505.99,68.223,9.81,5.012,2,65.599,3.0882,1.0,533.17,1.119167,0,20.869
TDSV2_0012638,2024-02-11,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V8,PREMIUM,STANDARD,RED,11.5485,14893.71,3.4363,68.4538,21.391,1717.02,40.542,63.231,524.94,79.468,2.663,24.157,1,83.423,2.9168,1.2757,1006.63,1.751167,1,36.104
TDSV2_0012639,2024-02-12,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_CAB,V6,STANDARD,STANDARD,BLUE,3.4205,22639.19,4.1021,65.9244,22.704,879.95,29.713,34.388,402.16,94.223,7.513,10.332,2,73.767,3.5094,1.1129,496.36,1.231481,0,14.729
TDSV2_0012640,2024-02-12,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FINAL,V6,PREMIUM,STANDARD,BLUE,5.1164,7074.77,4.0522,73.4942,78.435,1524.86,49.192,57.022,359.28,83.779,3.544,31.407,2,76.598,3.7665,1.5427,779.92,2.034955,0,37.737
TDSV2_0012641,2024-02-12,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V6,PREMIUM,STANDARD,RED,10.8787,20018.01,4.4987,67.1198,19.604,1128.5,47.336,45.916,599.98,100.0,5.111,37.287,3,78.836,4.3349,1.312,1081.05,1.703842,0,29.281
TDSV2_0012642,2024-02-12,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V6,PREMIUM,STANDARD,RED,10.9719,9374.52,3.6808,53.8117,20.228,301.77,28.219,44.135,424.92,65.476,5.633,29.129,3,82.111,3.1353,1.2395,452.82,1.010558,0,15.189
TDSV2_0012643,2024-02-12,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_AXLE,V8,STANDARD,STANDARD,RED,5.4285,20957.09,3.0122,59.2928,29.387,922.57,30.242,56.981,420.91,87.502,12.373,14.813,1,85.685,2.1675,1.3426,460.51,1.070759,0,13.925
TDSV2_0012644,2024-02-12,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V8,STANDARD,STANDARD,RED,8.2554,21845.11,4.2094,64.8315,30.842,955.06,28.218,53.444,521.83,76.046,9.338,42.372,2,73.96,3.2698,1.1761,901.69,1.667917,3,52.825
TDSV2_0012645,2024-02-12,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V6,PREMIUM,STANDARD,RED,11.6468,24232.48,3.8664,65.0701,27.859,1205.4,42.076,56.942,587.99,90.973,6.44,50.912,2,71.624,3.854,1.3535,1160.16,2.04098,0,43.454
TDSV2_0012646,2024-02-12,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,STANDARD,STANDARD,RED,11.8845,25935.33,4.3744,67.2162,25.633,964.99,32.683,34.067,625.58,84.567,7.716,52.994,5,72.59,4.1575,1.2791,1065.66,1.860399,1,42.482
TDSV2_0012647,2024-02-12,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V8,PREMIUM,STANDARD,BLUE,6.9362,24126.22,5.5833,73.992,46.231,1952.93,46.893,65.548,483.63,77.494,13.865,17.178,0,87.075,4.2728,1.3269,1118.1,2.267471,1,48.919
TDSV2_0012648,2024-02-12,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FRAME,V6,STANDARD,OFFROAD,BLUE,4.8671,9861.49,4.1518,64.4474,21.723,1243.6,41.255,51.774,301.97,92.079,5.856,8.571,1,85.556,2.9526,1.2307,352.42,1.18806,0,14.048
TDSV2_0012649,2024-02-12,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_AXLE,V6,PREMIUM,STANDARD,BLUE,7.6628,29140.37,3.8634,65.9233,70.613,1938.74,48.323,47.741,552.21,88.759,5.064,21.733,1,70.631,4.2902,1.4067,1676.58,3.19694,3,97.438
TDSV2_0012650,2024-02-12,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_INSPECTION,V6,STANDARD,OFFROAD,BLUE,8.6847,21534.53,3.9629,61.2644,7.724,1657.13,41.744,50.778,440.58,87.659,5.827,11.919,2,61.997,2.9503,1.1088,774.84,1.75509,4,59.962
TDSV2_0012651,2024-02-12,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_CAB,V8,STANDARD,OFFROAD,RED,4.2835,23969.96,4.7,66.6626,26.597,2163.6,39.451,69.622,440.01,90.602,6.093,23.297,3,70.279,3.6737,1.2865,1023.42,2.316398,3,65.366
TDSV2_0012652,2024-02-12,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FRAME,V8,PREMIUM,STANDARD,RED,11.275,19663.73,3.6068,66.3209,5.868,815.42,47.646,65.273,522.63,94.876,8.839,23.251,2,79.909,3.3403,1.2633,893.96,1.767122,1,45.674
TDSV2_0012653,2024-02-13,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V8,PREMIUM,OFFROAD,RED,11.5095,16073.81,4.1429,63.0718,20.687,954.5,50.774,89.806,502.28,86.772,5.49,20.402,0,87.957,3.6144,1.406,1016.61,1.961197,1,46.795
TDSV2_0012654,2024-02-13,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V8,STANDARD,STANDARD,BLUE,11.3389,20617.57,4.3776,67.4002,27.315,1162.26,33.343,53.925,634.0,90.195,3.596,40.883,6,80.524,4.0905,1.3177,1267.03,2.0119,3,53.074
TDSV2_0012655,2024-02-13,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_CAB,V6,STANDARD,STANDARD,BLUE,4.0542,23251.31,3.0642,67.1552,3.416,1343.15,35.035,33.358,413.82,83.809,7.331,13.0,2,74.689,3.1045,1.1355,492.6,1.224301,0,13.535
TDSV2_0012656,2024-02-13,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_CAB,V8,STANDARD,OFFROAD,RED,5.3389,8104.76,5.3755,66.3353,48.689,2671.7,41.845,68.883,310.01,72.601,2.633,61.549,0,68.983,3.9064,1.3242,691.41,2.43512,2,60.043
TDSV2_0012657,2024-02-13,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V8,STANDARD,STANDARD,RED,3.5926,23949.63,3.8966,67.3027,21.077,1937.45,38.718,59.403,362.87,100.0,12.316,11.164,1,76.567,2.9101,1.2605,588.02,1.611461,1,34.586
TDSV2_0012658,2024-02-13,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V6,PREMIUM,STANDARD,BLUE,4.4528,22031.86,3.6289,64.2822,12.686,556.09,36.347,50.939,432.19,92.433,8.824,24.051,1,72.806,3.4331,1.1555,535.95,1.244001,1,19.628
TDSV2_0012659,2024-02-13,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V8,PREMIUM,STANDARD,BLUE,11.5123,22119.22,3.5965,60.5922,9.169,868.71,40.237,67.139,599.55,68.326,9.98,35.883,2,76.539,3.6411,1.3046,971.97,1.761839,2,49.254
TDSV2_0012660,2024-02-13,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,PREMIUM,OFFROAD,RED,5.7447,10778.48,2.6911,65.4631,14.296,1604.12,53.918,71.67,323.15,68.601,3.132,25.084,1,77.635,2.5514,1.0114,476.47,1.428786,0,26.844
TDSV2_0012661,2024-02-13,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V8,PREMIUM,OFFROAD,BLUE,10.1357,10328.72,4.2209,62.4742,13.351,1098.89,61.793,89.777,465.44,70.432,5.304,37.929,3,79.329,3.2834,1.2088,1007.73,2.146831,3,64.556
TDSV2_0012662,2024-02-13,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,PREMIUM,STANDARD,RED,5.9593,12303.82,2.536,58.5147,11.494,731.18,48.525,52.668,309.76,85.244,3.393,18.987,0,87.267,2.1345,1.0766,304.09,1.016584,0,13.307
TDSV2_0012663,2024-02-13,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_DYNO,V8,STANDARD,STANDARD,BLUE,10.6698,10147.18,5.035,63.8306,41.361,1383.18,33.235,52.999,540.84,70.265,8.787,95.68,4,75.294,4.3819,1.1616,1146.99,2.02789,2,49.648
TDSV2_0012664,2024-02-13,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_WHEEL,V6,STANDARD,OFFROAD,RED,7.9068,26174.74,4.859,57.7658,9.275,3177.06,39.507,49.758,467.97,77.302,6.069,21.223,2,59.063,3.5891,1.2409,1023.31,2.174369,2,58.638
TDSV2_0012665,2024-02-13,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_INSPECTION,V6,STANDARD,STANDARD,BLUE,10.4566,8719.3,2.676,59.7899,11.6,508.08,29.03,34.198,385.32,94.326,5.813,26.022,0,77.59,2.9941,1.0837,377.23,1.0,0,5.464
TDSV2_0012666,2024-02-13,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V8,STANDARD,STANDARD,BLUE,11.3827,23751.59,3.3453,64.6746,18.594,739.77,36.41,56.088,584.85,77.118,9.276,26.944,3,77.824,2.9513,1.2259,715.31,1.451203,1,29.546
TDSV2_0012667,2024-02-13,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_CAB,V6,PREMIUM,OFFROAD,BLUE,4.2224,22785.49,4.1646,63.4584,32.412,2416.98,44.16,58.537,381.69,71.814,9.403,10.504,0,66.218,3.3252,1.2798,779.34,2.02362,4,58.037
TDSV2_0012668,2024-02-13,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_02,OP_TST_DYNO,V6,PREMIUM,STANDARD,BLUE,10.4405,11513.55,4.2321,68.3175,26.101,1436.55,33.843,51.709,440.55,80.015,9.245,26.755,1,76.94,3.2596,1.2041,644.86,1.459764,0,22.125
TDSV2_0012669,2024-02-13,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FINAL,V8,STANDARD,STANDARD,RED,4.452,23311.5,3.9689,62.3153,5.772,2720.75,44.442,49.899,409.49,77.587,8.826,10.571,2,59.144,3.2453,1.1806,636.41,1.666873,2,38.342
TDSV2_0012670,2024-02-14,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_CALIBRATE,V6,PREMIUM,OFFROAD,BLUE,11.284,17018.03,4.2421,67.1214,18.956,695.41,47.98,70.817,466.29,90.145,4.47,19.036,1,82.037,3.5769,1.2675,767.05,1.752016,0,36.914
TDSV2_0012671,2024-02-14,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V8,PREMIUM,STANDARD,RED,8.2058,22609.84,4.4291,68.7762,30.331,795.81,40.224,53.601,465.02,86.698,11.043,37.051,1,69.066,3.9321,1.2462,825.03,1.84745,2,50.368
TDSV2_0012672,2024-02-14,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_PRIMER,V6,STANDARD,STANDARD,BLUE,5.3912,12391.16,2.8086,57.6431,4.86,495.82,28.597,34.322,398.25,70.94,5.698,33.227,2,81.155,2.5301,1.0888,364.6,1.0,0,4.685
TDSV2_0012673,2024-02-14,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_CALIBRATE,V8,PREMIUM,STANDARD,RED,7.4181,25969.93,2.8339,66.867,27.799,816.03,41.139,71.846,496.88,81.728,5.194,43.365,1,92.284,3.0854,1.3716,785.76,1.750983,1,38.697
TDSV2_0012674,2024-02-14,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,STANDARD,OFFROAD,RED,12.3393,24293.09,5.2216,63.2529,54.157,2433.33,30.773,55.622,567.46,69.887,5.579,34.141,1,65.309,4.4602,1.5437,1394.45,2.514892,2,62.797
TDSV2_0012675,2024-02-14,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V6,STANDARD,OFFROAD,BLUE,11.2984,19493.14,3.6121,62.1137,9.569,1315.79,34.778,44.782,666.07,72.498,9.116,47.202,6,79.658,3.1503,1.2041,1106.97,1.691578,2,43.637
TDSV2_0012676,2024-02-14,KMAT_TRUCK_01,WC_FINAL_TEST,MC_TST_01,OP_TST_DYNO,V6,STANDARD,STANDARD,BLUE,8.7176,20643.93,3.6188,61.1102,7.144,567.77,38.506,43.369,460.85,83.093,7.925,9.572,3,64.872,3.4234,1.1364,589.94,1.266772,0,20.322
TDSV2_0012677,2024-02-14,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_AXLE,V8,STANDARD,STANDARD,BLUE,2.3865,13741.38,4.5388,69.3702,16.846,1525.0,32.304,52.888,310.81,74.35,3.999,16.457,2,83.66,2.9285,1.1419,396.49,1.311783,1,20.742
TDSV2_0012678,2024-02-14,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_AXLE,V8,STANDARD,STANDARD,BLUE,4.237,19966.27,3.431,64.6929,39.294,1197.62,33.006,53.68,381.72,92.949,4.926,16.718,2,94.915,3.0503,1.2587,540.15,1.511349,1,27.667
TDSV2_0012679,2024-02-14,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_02,OP_ASM_FRAME,V6,STANDARD,STANDARD,RED,5.2363,8022.97,3.1637,61.8049,31.329,2190.94,32.895,31.448,300.78,78.158,4.002,22.835,1,75.873,2.6498,1.2221,397.42,1.294636,0,15.81
TDSV2_0012680,2024-02-14,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_SUSPENSION,V6,STANDARD,OFFROAD,BLUE,2.9223,11626.41,4.5381,68.0471,68.896,1420.96,39.483,51.923,292.55,100.0,10.632,34.086,0,85.333,3.7722,1.3607,560.18,1.804531,0,32.318
TDSV2_0012681,2024-02-14,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_WHEEL,V6,STANDARD,OFFROAD,RED,7.6862,27804.25,3.382,63.9792,9.885,1148.72,37.745,57.124,451.98,94.493,8.923,4.591,2,77.978,2.9108,1.2774,687.98,1.573428,1,28.695
TDSV2_0012682,2024-02-14,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V8,PREMIUM,STANDARD,BLUE,11.8827,23683.22,4.127,62.6949,8.79,1126.96,44.199,62.24,538.78,72.077,6.184,27.893,1,77.555,3.8394,1.1533,922.39,1.768189,1,38.053
TDSV2_0012683,2024-02-14,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V6,PREMIUM,OFFROAD,BLUE,10.8211,18862.99,4.607,63.4707,25.174,1732.06,44.918,70.173,500.04,71.832,6.162,22.987,1,77.097,3.782,1.3473,924.74,2.080672,1,48.142
TDSV2_0012684,2024-02-14,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_WHEEL,V8,STANDARD,STANDARD,BLUE,2.7969,12161.43,2.6904,63.1056,12.551,1768.97,38.713,48.834,372.78,78.726,8.362,15.461,3,85.361,2.015,1.1675,482.2,1.262245,0,15.634
TDSV2_0012685,2024-02-14,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V8,STANDARD,STANDARD,BLUE,11.6088,23900.93,4.4988,70.6635,36.575,2312.29,34.912,51.226,530.54,89.895,2.023,15.4,0,64.551,3.8449,1.3376,1128.2,2.18973,2,54.281
TDSV2_0012686,2024-02-14,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_PRIMER,V6,PREMIUM,OFFROAD,RED,12.1384,25049.12,4.4314,64.0139,34.753,2731.13,43.955,54.075,541.7,72.494,6.869,31.866,2,63.357,3.6599,1.2664,1526.83,2.451672,2,61.43
TDSV2_0012687,2024-02-14,KMAT_TRUCK_01,WC_PAINT,MC_PNT_01,OP_PNT_FINISH,V6,STANDARD,STANDARD,RED,12.2378,23862.41,5.3051,65.8071,57.645,869.31,40.77,41.682,597.74,95.614,12.652,54.572,2,74.61,4.6715,1.4176,1314.17,2.244503,2,77.514
TDSV2_0012688,2024-02-14,KMAT_TRUCK_01,WC_PAINT,MC_PNT_02,OP_PNT_FINISH,V8,PREMIUM,STANDARD,BLUE,5.5342,10790.69,3.8976,72.0547,48.45,1896.49,48.039,61.539,363.17,89.194,2.191,46.12,3,74.261,3.464,1.2793,833.56,2.30637,3,71.185
TDSV2_0012689,2024-02-14,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_01,OP_ENG_MOUNT,V8,STANDARD,OFFROAD,BLUE,11.835,16621.68,3.388,62.7164,8.118,1918.8,45.836,61.559,543.89,85.926,4.311,77.906,1,81.388,2.9582,1.3029,1095.11,2.045586,2,51.134
TDSV2_0012690,2024-02-14,KMAT_TRUCK_01,WC_ENGINE,MC_ENG_02,OP_ENG_MOUNT,V6,PREMIUM,OFFROAD,RED,7.3077,24873.43,4.5365,58.2717,50.092,1777.84,48.593,57.221,492.44,61.002,1.038,41.003,1,86.477,3.865,1.2434,940.17,2.088499,1,47.546
TDSV2_0012691,2024-02-14,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_WHEEL,V6,PREMIUM,STANDARD,BLUE,7.0502,26307.8,3.3498,59.2449,10.114,732.31,34.476,42.304,526.04,87.287,7.69,20.801,3,78.852,3.2198,1.2657,684.57,1.297932,1,21.081
TDSV2_0012692,2024-02-14,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_03,OP_ASM_FRAME,V6,STANDARD,STANDARD,BLUE,3.6196,23065.41,3.6828,67.1464,35.243,1670.67,32.931,41.66,328.8,75.309,7.814,10.905,1,72.695,3.2669,1.1815,496.42,1.410984,0,24.181
TDSV2_0012693,2024-02-15,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_FINAL,V6,STANDARD,OFFROAD,BLUE,10.8851,20910.74,3.7357,57.1609,3.703,1602.98,44.85,49.096,525.89,95.801,6.039,19.865,0,75.9,2.4729,1.2687,878.29,1.682505,1,34.974
TDSV2_0012694,2024-02-15,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_WHEEL,V6,STANDARD,STANDARD,BLUE,2.6426,10912.01,3.3567,65.1603,34.656,2806.74,37.518,41.529,289.41,93.337,3.501,3.422,1,79.588,2.8808,1.3246,407.5,1.504633,1,29.229
TDSV2_0012695,2024-02-15,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_02,OP_CHA_AXLE,V8,PREMIUM,OFFROAD,BLUE,5.5624,20766.77,3.9247,69.6552,14.259,1373.81,59.152,91.079,442.72,89.96,1.609,16.064,2,90.829,2.8009,1.3442,1014.78,2.04437,1,53.641
TDSV2_0012696,2024-02-15,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_03,OP_CHA_WHEEL,V8,PREMIUM,STANDARD,RED,7.0165,26330.36,3.0276,60.2891,9.778,1608.86,38.201,67.406,480.71,83.76,8.939,19.004,0,80.235,2.946,1.2418,764.41,1.503329,0,24.192
TDSV2_0012697,2024-02-15,KMAT_TRUCK_01,WC_ASSEMBLY,MC_ASM_01,OP_ASM_CAB,V8,STANDARD,OFFROAD,BLUE,10.7347,21537.9,4.0915,71.2288,34.656,873.39,51.366,75.028,475.21,86.345,7.43,15.666,1,85.515,3.8967,1.4249,1071.45,2.218184,3,60.701
TDSV2_0012698,2024-02-15,KMAT_TRUCK_01,WC_CHASSIS,MC_CHA_01,OP_CHA_WHEEL,V6,PREMIUM,OFFROAD,RED,1.8607,12518.5,3.8425,58.639,11.537,1145.99,46.647,69.808,257.85,82.293,9.704,34.089,0,88.071,3.0648,1.1531,338.65,1.307744,0,16.837
